Order,Variable,Description,Category,Variable Type,Consumption Type,Root Formula,Type,Size,Part
1478,Q1900209K3,Frequency of Shopping [Pst Yr] - Pet Supply Stores - Other pet/pet supply stores - Once a month or more,Retailers - Household,Incidence,,[NBAS12HP],Double,8,5
1479,Q891200C01,Pets - Yes,Retailers - Household,Incidence,,[NBAS12HP],Double,8,5
1480,Q5461001C1,Have Pets - Bird(s),Retailers - Household,Incidence,,[NBAS12HP],Double,8,5
1481,Q5461002C1,Have Pets - Cat(s),Retailers - Household,Incidence,,[NBAS12HP],Double,8,5
1482,Q5461003C1,Have Pets - Dog(s),Retailers - Household,Incidence,,[NBAS12HP],Double,8,5
1483,Q5461004C1,Have Pets - Fish,Retailers - Household,Incidence,,[NBAS12HP],Double,8,5
1484,Q5461005C1,Have Pets - Other animal(s),Retailers - Household,Incidence,,[NBAS12HP],Double,8,6
1485,Q0600201K1,Frequency of Shopping [Pst Yr] - Book Stores - Amazon.com/Amazon.ca - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1486,Q0600201K2,Frequency of Shopping [Pst Yr] - Book Stores - Amazon.com/Amazon.ca - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1487,Q0600201K3,Frequency of Shopping [Pst Yr] - Book Stores - Amazon.com/Amazon.ca - Once a month or more,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1488,Q0600202K1,Frequency of Shopping [Pst Yr] - Book Stores - Chapters/Indigo - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1489,Q0600202K2,Frequency of Shopping [Pst Yr] - Book Stores - Chapters/Indigo - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1490,Q0600202K3,Frequency of Shopping [Pst Yr] - Book Stores - Chapters/Indigo - Once a month or more,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1491,Q0600203K1,Frequency of Shopping [Pst Yr] - Book Stores - Coles - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1492,Q0600203K2,Frequency of Shopping [Pst Yr] - Book Stores - Coles - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1493,Q0600203K3,Frequency of Shopping [Pst Yr] - Book Stores - Coles - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1494,Q0600204K1,Frequency of Shopping [Pst Yr] - Book Stores - Big box/warehouse stores - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1495,Q0600204K2,Frequency of Shopping [Pst Yr] - Book Stores - Big box/warehouse stores - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1496,Q0600204K3,Frequency of Shopping [Pst Yr] - Book Stores - Big box/warehouse stores - Once a month or more,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1497,Q0600205K1,Frequency of Shopping [Pst Yr] - Book Stores - Department/grocery/drug stores - Once a year (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1498,Q0600205K2,Frequency of Shopping [Pst Yr] - Book Stores - Department/grocery/drug stores - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1499,Q0600205K3,Frequency of Shopping [Pst Yr] - Book Stores - Department/grocery/drug stores - Once a month or more,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1500,Q0600206K1,Frequency of Shopping [Pst Yr] - Book Stores - eBook stores (any) - Once a year (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1501,Q0600206K2,Frequency of Shopping [Pst Yr] - Book Stores - eBook stores (any) - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1502,Q0600206K3,Frequency of Shopping [Pst Yr] - Book Stores - eBook stores (any) - Once a month or more,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1503,Q1700201K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Atmosphere - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1504,Q1700201K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Atmosphere - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1505,Q1700201K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Atmosphere - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1506,Q1700202K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Foot Locker - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1507,Q1700202K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Foot Locker - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1508,Q1700202K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Foot Locker - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1509,Q1700203K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Golf Town - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1510,Q1700203K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Golf Town - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1511,Q1700203K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Golf Town - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1512,Q1700204K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Lululemon Athletica - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1513,Q1700204K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Lululemon Athletica - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1514,Q1700204K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Lululemon Athletica - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1515,Q1700205K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - MEC - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1516,Q1700205K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - MEC - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1517,Q1700205K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - MEC - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1518,Q1700206K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Play it Again Sports - Once a year (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1519,Q1700206K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Play it Again Sports - 2-11 times a year (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1520,Q1700206K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Play it Again Sports - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1521,Q1700207K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sport Chek - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1522,Q1700207K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sport Chek - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1523,Q1700207K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sport Chek - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1524,Q1700208K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sporting Life - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1525,Q1700208K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sporting Life - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1526,Q1700208K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sporting Life - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1527,Q1700209K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sports Experts - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1528,Q1700209K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sports Experts - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1529,Q1700209K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Sports Experts - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1530,Q1700210K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - The Running Room - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1531,Q1700210K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - The Running Room - 2-11 times a year (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1532,Q1700210K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - The Running Room - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1533,Q1700211K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Big box/warehouse stores - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1534,Q1700211K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Big box/warehouse stores - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1535,Q1700211K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Big box/warehouse stores - Once a month or more,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1536,Q1700212K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Department stores (any) - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1537,Q1700212K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Department stores (any) - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1538,Q1700212K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Department stores (any) - Once a month or more (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1539,Q1700214K1,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Other sporting goods & athletic wear stores - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1540,Q1700214K2,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Other sporting goods & athletic wear stores - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1541,Q1700214K3,Frequency of Shopping [Pst Yr] - Sporting Goods/Athletic Stores - Other sporting goods & athletic wear stores - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1542,Q1800202K1,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - EB Games - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1543,Q1800202K2,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - EB Games - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1544,Q1800202K3,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - EB Games - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1545,Q1800203K1,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Mastermind - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1546,Q1800203K2,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Mastermind - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1547,Q1800203K3,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Mastermind - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1548,Q1800205K1,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Toys 'R Us/Babies 'R Us - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1549,Q1800205K2,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Toys 'R Us/Babies 'R Us - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1550,Q1800205K3,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Toys 'R Us/Babies 'R Us - Once a month or more (^),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1551,Q1800206K1,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Big box/warehouse stores - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1552,Q1800206K2,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Big box/warehouse stores - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1553,Q1800206K3,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Big box/warehouse stores - Once a month or more,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1554,Q1800207K1,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Book stores - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1555,Q1800207K2,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Book stores - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1556,Q1800207K3,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Book stores - Once a month or more (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1557,Q1800208K1,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Department stores (any) - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1558,Q1800208K2,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Department stores (any) - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1559,Q1800208K3,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Department stores (any) - Once a month or more (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1560,Q1800210K1,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Other toy/game/learning stores - Once a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1561,Q1800210K2,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Other toy/game/learning stores - 2-11 times a year,Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1562,Q1800210K3,Frequency of Shopping [Pst Yr] - Toys/Games/Learning Stores - Other toy/game/learning stores - Once a month or more (!),Retailers - Leisure Products,Incidence,,[NBAS12HP],Double,8,6
1563,Q1500201K1,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Staples - Once a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1564,Q1500201K2,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Staples - 2-11 times a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1565,Q1500201K3,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Staples - Once a month or more,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1566,Q1500202K1,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Big box/warehouse stores - Once a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1567,Q1500202K2,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Big box/warehouse stores - 2-11 times a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1568,Q1500202K3,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Big box/warehouse stores - Once a month or more,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1569,Q1500203K1,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Department stores (any) - Once a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1570,Q1500203K2,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Department stores (any) - 2-11 times a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1571,Q1500203K3,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Department stores (any) - Once a month or more (!),Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1572,Q1500205K1,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Other office (stationery) stores - Once a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1573,Q1500205K2,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Other office (stationery) stores - 2-11 times a year,Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1574,Q1500205K3,Frequency of Shopping [Pst Yr] - Office/Stationary Stores - Other office (stationery) stores - Once a month or more (^),Retailers - Office Supplies,Incidence,,[NBAS12HP],Double,8,6
1575,Q2920102C1,Member - Loyalty Programs - Aeroplan,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1576,Q2920103C1,Member - Loyalty Programs - Air Miles (excl. airline frequent flyer programs),Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1577,Q2920104C1,Member - Loyalty Programs - Other airline frequent flyer program,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1578,Q2920105C1,Member - Loyalty Programs - Canadian Tire Triangle,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1579,Q2920106C1,Member - Loyalty Programs - Hudson's Bay Rewards,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1580,Q2920108C1,Member - Loyalty Programs - PC Optimum,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1581,Q2920109C1,Member - Loyalty Programs - Other grocery store card,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1582,Q2920110C1,Member - Loyalty Programs - Other store program,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1583,Q2920111C1,Member - Loyalty Programs - Esso Extra Program,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1584,Q2920112C1,Member - Loyalty Programs - Petro Points,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1585,Q2920113C01,Member - Loyalty Programs - Tim Horton's (Rewards),Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1586,Q2920113C1,Member - Loyalty Programs - Other gas program,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1587,Q2920114C1,Member - Loyalty Programs - SCENE (Cineplex),Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
1588,Q2920118C1,Member - Loyalty Programs - Starbucks Rewards,Loyalty Programs,Incidence,,[NBAS12HP],Double,8,6
